filename,gen_1,gen_2,gen_3,gen_4,gen_5,gen_6,gen_7,gen_8,gen_9,gen_10,gen_11,gen_12,gen_13,gen_14,gen_15,gen_16,gen_17,gen_18,gen_19,gen_20,gen_21,gen_22,gen_23,gen_24,gen_25,gen_26,gen_27,gen_28,gen_29,gen_30,gen_31,gen_32,gen_33,gen_34,gen_35,gen_36,gen_37,gen_38,gen_39,gen_40,gen_41
14589641_new_mexico_precincts_to_42_with_5000_sims,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3215,3215,3215,3215,2995,2995,2995,2305,1918,1918,1918,1918,1779,1779,1779,1779,1779,1779,1698,1698,1571,1300,1153,230,90,17
43172236_new_mexico_precincts_to_42_with_5000_sims,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,1687,1565,1565,376,161,66,18
87126710_new_mexico_precincts_to_42_with_5000_sims,1578,1578,1578,1578,1578,1578,1578,1578,1578,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1460,1460,1460,1460,1460,1309,771,581,307,139,56,14
94571090_new_mexico_precincts_to_42_with_5000_sims,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2076,1855,1855,1118,1118,1030,1030,805,805,758,673,673,673,673,673,673,673,478,478,297,264,233,100,21
28895088_new_mexico_precincts_to_42_with_5000_sims,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2923,2923,2795,2691,1749,1698,1698,1031,997,843,719,719,719,416,258,65,19
94365564_new_mexico_precincts_to_42_with_5000_sims,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1095,1095,1095,1045,1045,1045,1045,1045,619,619,534,534,352,320,135,44,13
658160_new_mexico_precincts_to_42_with_5000_sims,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2380,2380,2380,2380,2380,2380,2380,2374,2374,2374,2374,2372,2366,2366,2301,1804,1804,1804,1804,1377,1094,541,363,125,85,18
32565729_new_mexico_precincts_to_42_with_5000_sims,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2023,1931,1931,1931,1414,1414,1414,810,378,230,214,88,20
41129736_new_mexico_precincts_to_42_with_5000_sims,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892,1725,1725,1476,1476,1476,1476,1476,936,936,936,222,115,98,48,18
10967487_new_mexico_precincts_to_42_with_5000_sims,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,2707,2707,2707,2707,1268,1268,1252,623,570,331,331,162,71,18
57270731_new_mexico_precincts_to_42_with_5000_sims,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,786,786,786,786,717,484,266,211,211,121,117,27
86941889_new_mexico_precincts_to_42_with_5000_sims,4083,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,3933,3933,3933,3933,3933,3933,3658,3658,3651,3651,3572,2755,2106,803,546,494,494,409,409,259,23
1074875_new_mexico_precincts_to_42_with_5000_sims,1542,1542,1542,1542,1542,1542,1542,1542,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1006,1006,992,885,885,836,836,836,836,836,801,801,626,626,581,366,210,124,57,27
47392784_new_mexico_precincts_to_42_with_5000_sims,1193,1193,1193,1193,1193,1193,1193,1193,1193,1132,1132,1132,1132,1132,1044,1044,1044,1044,982,982,982,982,982,982,982,982,982,982,951,704,527,483,430,310,310,250,250,202,110,66,19
5850425_new_mexico_precincts_to_42_with_5000_sims,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1099,1099,1034,1034,1024,918,918,914,914,914,462,346,346,209,139,75,49,22
77721598_new_mexico_precincts_to_42_with_5000_sims,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,987,987,987,987,987,987,637,609,542,542,542,542,542,542,542,542,542,360,360,352,320,320,267,226,194,130,57,18
85945725_new_mexico_precincts_to_42_with_5000_sims,1323,1323,1323,1323,1323,1301,1301,1301,1301,1281,1281,1228,1228,1228,1182,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1149,1149,1119,1119,1119,720,719,291,164,129,102,16
97033856_new_mexico_precincts_to_42_with_5000_sims,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3558,3558,3558,3558,3558,3558,3558,3558,3179,3179,3179,2403,1404,1404,956,885,390,72,15
16615592_new_mexico_precincts_to_42_with_5000_sims,3174,3174,3174,3174,3174,3174,3174,3174,3174,3174,3174,3171,3171,3171,3171,3132,3132,2571,2179,1058,1058,1058,1058,1049,1049,1049,1049,1049,1049,1040,922,922,922,922,717,444,302,302,122,53,22
23893114_new_mexico_precincts_to_42_with_5000_sims,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,893,743,568,568,495,495,495,495,495,436,369,229,221,221,189,142,18
79263484_new_mexico_precincts_to_42_with_5000_sims,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1457,1457,1457,1416,1416,1413,1413,1413,1413,1413,1413,1390,732,527,446,446,446,212,144,67,16
7019918_new_mexico_precincts_to_42_with_5000_sims,1022,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,989,966,966,966,966,960,960,960,649,396,346,99,23
36969792_new_mexico_precincts_to_42_with_5000_sims,1471,1471,1471,1471,1372,1372,1372,1372,1372,1372,1372,1372,1217,1217,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,658,546,544,544,544,544,317,87,80,16
2233154_new_mexico_precincts_to_42_with_5000_sims,4210,4210,4210,4210,4210,4210,4210,4210,4199,4199,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,4175,3657,1287,811,376,267,84,44,17
45754588_new_mexico_precincts_to_42_with_5000_sims,3077,3077,3077,3077,3077,3077,3077,3077,3077,2941,2941,2941,2941,2346,990,964,878,878,878,803,803,735,735,735,735,735,735,735,735,735,735,735,735,395,395,395,395,284,209,92,28
74694782_new_mexico_precincts_to_42_with_5000_sims,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1255,1255,1255,1255,1255,1255,1255,1255,1255,1141,442,312,169,75,15
45002936_new_mexico_precincts_to_42_with_5000_sims,1847,1847,1847,1847,1847,1847,1847,1847,1847,1847,1703,1609,1609,1609,1609,1609,1609,1609,1608,1608,1608,1608,1608,1608,1608,1538,1538,1538,1538,1538,1538,1538,919,919,718,619,380,298,80,66,18
76753063_new_mexico_precincts_to_42_with_5000_sims,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,3986,3984,3661,3661,3661,3661,3661,3661,3661,3661,3157,3157,3125,3125,3055,3055,3055,3055,3055,1623,1555,743,500,194,82,18
16955019_new_mexico_precincts_to_42_with_5000_sims,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,1995,1995,1995,1995,1886,1863,1529,1529,1529,1529,1002,877,783,569,485,443,443,302,92,22
33461260_new_mexico_precincts_to_42_with_5000_sims,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,986,986,335,194,179,88,27
2689456_new_mexico_precincts_to_42_with_5000_sims,1458,1458,1458,1458,1458,1458,1458,1458,1214,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,707,707,707,570,570,570,570,570,406,406,335,335,149,72,17
1366312_new_mexico_precincts_to_42_with_5000_sims,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1431,1431,1431,1431,1431,1305,1152,939,939,939,939,939,939,939,939,939,939,939,939,939,939,841,841,841,620,240,238,238,89,50,14
16426800_new_mexico_precincts_to_42_with_5000_sims,3097,3097,3097,3097,3097,2935,2935,2935,2935,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2730,1329,664,650,450,364,210,159,61,29
57449446_new_mexico_precincts_to_42_with_5000_sims,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,993,805,805,805,805,805,805,805,805,805,766,766,465,152,91,17
11378352_new_mexico_precincts_to_42_with_5000_sims,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,477,477,477,477,477,477,477,477,477,477,477,477,476,355,201,103,27
78295295_new_mexico_precincts_to_42_with_5000_sims,3442,3442,3442,3442,3442,3442,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2778,2778,2778,2778,2778,2778,2774,2774,2774,2774,2763,2763,1050,880,469,390,388,380,380,372,367,295,140,105,21
66176570_new_mexico_precincts_to_42_with_5000_sims,1592,1592,1592,1592,1592,1592,1592,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,940,549,376,292,292,284,284,127,82,57,23
47016416_new_mexico_precincts_to_42_with_5000_sims,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3358,3358,3358,3358,3350,3338,3338,3336,3336,3325,2049,1822,1822,1485,1485,1469,1079,176,53,14
91131103_new_mexico_precincts_to_42_with_5000_sims,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1149,1125,1125,804,496,275,255,255,248,228,149,109,63,19
24026730_new_mexico_precincts_to_42_with_5000_sims,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3781,3028,3028,3028,2200,2066,1749,1462,1264,708,574,296,296,254,88,23
86481064_new_mexico_precincts_to_42_with_5000_sims,2882,2882,2882,2882,2882,2882,2882,2882,2882,2712,2494,2494,2494,2485,2485,2485,2485,2483,2483,2483,2483,2483,2483,2483,2483,2480,2480,2480,2295,2284,2281,1895,1895,1065,526,526,252,225,166,37,13
86921025_new_mexico_precincts_to_42_with_5000_sims,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1173,1045,1000,1000,1000,1000,934,929,929,929,929,650,598,598,598,489,474,459,308,308,308,308,270,101,100,100,17
34693502_new_mexico_precincts_to_42_with_5000_sims,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,1976,1044,963,952,889,889,535,486,354,354,285,160,22
61319172_new_mexico_precincts_to_42_with_5000_sims,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,1927,1380,1380,844,771,561,561,460,460,358,358,358,310,193,150,60,20
3810134_new_mexico_precincts_to_42_with_5000_sims,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1197,1197,1197,1197,1197,1197,1197,1197,1197,1081,1073,1060,995,995,640,640,443,267,253,138,138,77,41,12
32491504_new_mexico_precincts_to_42_with_5000_sims,1377,1377,1377,1377,1377,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1103,1103,1103,1103,1103,1103,1103,1103,1103,1103,813,813,665,665,577,255,209,146,75,75,19
6500520_new_mexico_precincts_to_42_with_5000_sims,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,1045,844,783,695,657,486,396,396,396,165,75,19
32280992_new_mexico_precincts_to_42_with_5000_sims,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3460,3056,3056,2993,2307,1902,1076,1012,849,711,414,333,171,171,163,119,64,20
43818680_new_mexico_precincts_to_42_with_5000_sims,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,814,814,814,814,814,531,531,447,319,319,319,319,319,294,282,225,225,150,99,54,27
72144677_new_mexico_precincts_to_42_with_5000_sims,1868,1868,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,969,969,887,846,821,821,820,820,820,688,688,580,557,513,513,407,396,180,61,17
17893620_new_mexico_precincts_to_42_with_5000_sims,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1623,1600,1583,1583,1486,1486,1486,703,235,130,32
98872316_new_mexico_precincts_to_42_with_5000_sims,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1112,1112,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1041,996,958,888,749,749,749,742,742,742,525,408,408,190,73,19
33931412_new_mexico_precincts_to_42_with_5000_sims,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1457,1457,1457,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1228,1228,1038,784,784,784,784,684,662,296,120,68,17
21992750_new_mexico_precincts_to_42_with_5000_sims,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1026,1026,1026,1026,1026,1026,1026,1026,956,956,956,956,956,956,956,956,883,866,866,866,525,503,503,503,502,361,241,148,101,59,15
19208095_new_mexico_precincts_to_42_with_5000_sims,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,613,613,613,613,500,500,470,470,444,444,444,444,444,444,438,258,258,245,76,16
4234740_new_mexico_precincts_to_42_with_5000_sims,988,988,988,988,988,988,988,988,981,981,981,981,981,980,980,978,978,978,978,977,977,977,974,974,974,974,556,556,511,506,453,453,307,307,307,304,164,99,71,55,16
3012175_new_mexico_precincts_to_42_with_5000_sims,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1362,1362,1358,1358,1358,1230,1066,759,578,279,253,64,19
31538980_new_mexico_precincts_to_42_with_5000_sims,1118,1118,1118,1118,1118,1118,1118,1118,1118,1072,1072,1072,1072,1072,1072,1072,1072,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,642,586,586,510,510,510,509,509,508,508,507,224,84,30
77430932_new_mexico_precincts_to_42_with_5000_sims,2683,2683,2683,2683,2683,2683,2683,2537,2537,2537,2537,2537,2537,2537,2532,2532,2532,2532,2532,2532,2532,2532,2532,2532,2532,2532,2532,2532,2514,2514,1822,1158,1158,1158,492,400,370,370,155,43,18
10325070_new_mexico_precincts_to_42_with_5000_sims,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1303,1301,857,849,788,775,376,376,250,216,80,49,17
30482608_new_mexico_precincts_to_42_with_5000_sims,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1120,985,985,985,985,985,985,985,985,985,968,968,968,966,966,966,966,966,966,966,966,966,966,890,890,890,757,235,21
10045032_new_mexico_precincts_to_42_with_5000_sims,1999,1999,1999,1999,1999,1999,1999,1999,1999,1955,1955,1955,1955,1955,1952,1952,1952,1779,1779,1779,1779,1779,1779,1028,1028,1028,865,591,591,566,422,422,422,422,422,382,196,184,64,40,32
18601904_new_mexico_precincts_to_42_with_5000_sims,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1375,1375,1375,793,493,480,372,221,131,25
16030300_new_mexico_precincts_to_42_with_5000_sims,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1697,1697,1691,1691,1691,1691,1691,1691,1691,1477,1175,938,837,614,416,380,162,78,16
10162032_new_mexico_precincts_to_42_with_5000_sims,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1289,1289,720,414,254,105,73,17
97864856_new_mexico_precincts_to_42_with_5000_sims,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2704,2704,2704,2704,2704,2704,2492,2490,2490,2490,2490,2489,2489,2489,2489,2489,2489,2489,2489,2476,2282,2282,2281,2256,2256,789,301,178,76,23
99340656_new_mexico_precincts_to_42_with_5000_sims,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4560,4552,3540,3509,2854,1636,1214,670,155,82,41,16
42483375_new_mexico_precincts_to_42_with_5000_sims,768,768,768,768,768,763,763,763,763,751,751,751,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,615,615,615,606,606,606,606,471,159,62,20
43504262_new_mexico_precincts_to_42_with_5000_sims,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2275,2275,2275,2275,2275,2267,2178,2178,2012,2012,1913,1575,1142,684,634,634,626,626,626,626,626,626,626,626,231,225,150,90,38,22
10209624_new_mexico_precincts_to_42_with_5000_sims,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3044,3044,3044,3044,3044,3044,3044,3044,3008,3008,3008,3008,3008,1611,1161,202,163,161,79,42,14
10298744_new_mexico_precincts_to_42_with_5000_sims,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,777,777,777,777,498,498,483,483,483,483,483,483,483,283,177,89,63,17
4969340_new_mexico_precincts_to_42_with_5000_sims,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1279,1279,1279,1279,784,359,132,21
21814250_new_mexico_precincts_to_42_with_5000_sims,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2253,2253,2253,2253,2253,2253,2215,2215,2213,2213,2213,1945,1945,1945,1848,1848,1469,1469,1469,1137,876,391,174,64,20
13167855_new_mexico_precincts_to_42_with_5000_sims,1329,1329,1329,1329,1329,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1276,1276,1092,1084,1084,1083,1083,1083,661,263,246,243,132,18
12263760_new_mexico_precincts_to_42_with_5000_sims,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1480,1458,1458,1458,1458,1458,1458,1336,1022,1022,1022,1022,1020,1020,1020,1020,1020,807,691,677,677,427,427,293,293,291,291,141,129,61,30
26661253_new_mexico_precincts_to_42_with_5000_sims,2386,2386,2386,2386,2386,2386,2386,2386,2386,2386,2386,2386,2386,2386,2386,2386,2386,2386,2386,2372,2281,2281,1174,1174,1079,918,838,838,838,805,805,805,489,489,489,305,305,305,190,66,18
12894497_new_mexico_precincts_to_42_with_5000_sims,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1008,530,394,394,394,394,197,68,24
84325756_new_mexico_precincts_to_42_with_5000_sims,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2207,2207,2207,2207,2189,2189,2176,2176,2131,2131,1214,1214,1214,657,657,557,557,275,97,40,15
90525527_new_mexico_precincts_to_42_with_5000_sims,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,860,812,746,746,482,377,377,377,270,252,204,204,151,125,114,114,78,24
91618660_new_mexico_precincts_to_42_with_5000_sims,3036,3036,3036,3036,3036,3036,3036,3036,3036,3036,3036,3036,3036,3036,3036,3036,3036,3033,3033,3033,2670,2222,2222,1659,851,828,828,828,828,817,817,768,768,618,466,466,318,215,90,49,16
34232554_new_mexico_precincts_to_42_with_5000_sims,1196,1196,1196,1196,1196,1196,1196,1196,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1101,648,618,618,618,618,435,435,393,268,175,72,21
89044580_new_mexico_precincts_to_42_with_5000_sims,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1483,1483,1481,1481,1481,1264,1264,1264,1188,1188,1188,1188,1188,1188,867,867,734,703,703,703,695,520,520,294,117,17
8786432_new_mexico_precincts_to_42_with_5000_sims,1849,1849,1849,1849,1849,1849,1849,1849,1849,1849,1849,1849,1849,1849,1849,1846,1846,1846,1846,1846,1846,1846,1846,1828,1828,1477,1477,1467,1390,1290,1072,1002,760,760,760,760,595,411,184,67,21
48121696_new_mexico_precincts_to_42_with_5000_sims,1115,1115,1115,1115,1115,1115,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1112,1112,1112,1112,907,907,907,907,907,907,489,489,489,489,373,205,103,57,20
67501052_new_mexico_precincts_to_42_with_5000_sims,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1762,1762,1762,1762,1004,523,390,390,388,388,388,202,81,60,14
